,length,tweets
626,116,関与認定19力士全員が引退届提出も「納得はしていない」…八百長問題 スポーツ報知 2011年4月6日。。奇しくも2月28日発表の順席では東前頭11枚目と自己最高位を記録していた。- 光龍忠晴 http://ja.wikipedia.org/wiki/%E5%85%89%E9%BE%8D%E5%BF%A0%E6%99%B4
627,130,ダンチヒ造船所で学んだ技師、ネーリング・ボーゲルは、オランダ領事の紹介により、幕府に招かれて来日していたが、奇しくも、かつて自分の手で検査したダンジック号が、イーグル号と名を変えて長崎に入港するのを見た。- 回天丸 http://ja.wikipedia.org/wiki/%E5%9B%9E%E5%A4%A9%E4%B8%B8
628,102,白瀬の死後、遺族はその窮状を見かねた浄覚寺の住職が引き取った。奇しくも、後に第1次南極観測隊隊長となる永田武は、白瀬の遺族と同じ浄覚寺に疎開していた。- 白瀬矗 http://ja.wikipedia.org/wiki/%E7%99%BD%E7%80%AC%E7%9F%97
629,87,エリカに惹かれ告白するが、奇しくもそれがきっかけでエリカと恭也が本当のカップルとして付き合うことになる。- オオカミ少女と黒王子 http://ja.wikipedia.org/wiki/%E3%82%AA%E3%82%AA%E3%82%AB%E3%83%9F%E5%B0%91%E5%A5%B3%E3%81%A8%E9%BB%92%E7%8E%8B%E5%AD%90
630,72,奇しくもこの記録は、10年後に、小渕の娘である小渕優子に破られる。- 野田聖子 http://ja.wikipedia.org/wiki/%E9%87%8E%E7%94%B0%E8%81%96%E5%AD%90
631,89,阪神淡路大震災で大事故が起こる中、照強が生まれた。従って、照強は奇しくも阪神淡路大震災が起こった日と同じ日に生まれている。- 照強翔輝 http://ja.wikipedia.org/wiki/%E7%85%A7%E5%BC%B7%E7%BF%94%E8%BC%9D
632,120,奇しくも、第59回紅白歌合戦がニュース中断している21時25分から21時30分の間にパフォーマンスが行われたが、その間の視聴率に関しては不明。- DJ OZMA http://ja.wikipedia.org/wiki/DJ%20OZMA
633,174,冷蔵庫で政敵の生首を保存するなどのショッキングな部分だけをクローズ・アップされ、奇しくも『食人族』ブームであったがために同類のゲテモノホラーとして見られがちであった。- 食人大統領アミン http://ja.wikipedia.org/wiki/%E9%A3%9F%E4%BA%BA%E5%A4%A7%E7%B5%B1%E9%A0%98%E3%82%A2%E3%83%9F%E3%83%B3
634,134,藤田は友情の証として、自宅で所有していた400年物の日本刀をブルッキングズに贈った。ブルッキングズは後年の1997年、藤田を名誉市民とする栄誉を与えたが、奇しくもその数日後に藤田は他界した。- ブルッキングズ (オレゴン州) http://ja.wikipedia.org/wiki/%E3%83%96%E3%83%AB%E3%83%83%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%BA%20%28%E3%82%AA%E3%83%AC%E3%82%B4%E3%83%B3%E5%B7%9E%29
635,53,奇しくも同じ日に…（1987年8月 講談社文庫）。- 佐野洋 http://ja.wikipedia.org/wiki/%E4%BD%90%E9%87%8E%E6%B4%8B
636,127,"1979年、脚本を務めた戯曲""Solid Geometry"" がBBCで放送予定だったが、わいせつな内容が問題視され延期されたことで奇しくも名を知られるようになった。- イアン・マキューアン http://ja.wikipedia.org/wiki/%E3%82%A4%E3%82%A2%E3%83%B3%E3%83%BB%E3%83%9E%E3%82%AD%E3%83%A5%E3%83%BC%E3%82%A2%E3%83%B3"
637,75,80年にデビューし、奇しくも松田聖子と同じサンミュージック所属の中山圭子（中山圭以子)に改名。- 榊原郁恵 http://ja.wikipedia.org/wiki/%E6%A6%8A%E5%8E%9F%E9%83%81%E6%81%B5
638,109,1992年に世界チャンピオンになった直後の1993年2月に交通事故で亡くなったオクサナ・コスティナ選手。奇しくも、ドミトリエワ選手はその年に生まれた。- ダリア・ドミトリエワ http://ja.wikipedia.org/wiki/%E3%83%80%E3%83%AA%E3%82%A2%E3%83%BB%E3%83%89%E3%83%9F%E3%83%88%E3%83%AA%E3%82%A8%E3%83%AF
639,108,奇しくも刊行された年に発生した天明の京都大火により皇居が炎上したが、寛政2年（1790年）、新造内裏が古制に復することができたのは、光世の功績が絶大であった。- 裏松光世 http://ja.wikipedia.org/wiki/%E8%A3%8F%E6%9D%BE%E5%85%89%E4%B8%96
640,86,横浜が斎藤隆 (野球)|斎藤隆、西武が豊田清、奇しくも後年抑えのエースとして君臨する両投手の先発。- 1998年の日本シリーズ http://ja.wikipedia.org/wiki/1998%E5%B9%B4%E3%81%AE%E6%97%A5%E6%9C%AC%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA
641,110,奇しくも中日でブランコの前任の4番打者タイロン・ウッズとは逆のパターン（2003年と2004年に横浜に在籍し2005年～2008年まで中日に在籍）となった。- トニ・ブランコ http://ja.wikipedia.org/wiki/%E3%83%88%E3%83%8B%E3%83%BB%E3%83%96%E3%83%A9%E3%83%B3%E3%82%B3
642,129,日本シリーズの投手によるサヨナラヒットは、奇しくも今シリーズと同じ3連敗4連勝で決着した1958年の、これも第5戦で稲尾和久が放ったサヨナラ本塁打以来だった。- 1986年の日本シリーズ http://ja.wikipedia.org/wiki/1986%E5%B9%B4%E3%81%AE%E6%97%A5%E6%9C%AC%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA
643,144,主人公（白人）が自分のレクサス・LS400で帰宅中エンジントラブルを起こし、黒人の暴漢に囲まれてしまうが、レッカー車に乗った黒人に助けられるというシーンがあり、奇しくもこの1年後に同じことが現実に起こった。- ロサンゼルス暴動 http://ja.wikipedia.org/wiki/%E3%83%AD%E3%82%B5%E3%83%B3%E3%82%BC%E3%83%AB%E3%82%B9%E6%9A%B4%E5%8B%95
644,127,この記録は2011年の日本シリーズで中日の谷繁元信が更新したが、奇しくもその瞬間を相手チームのコーチという立場で大石自身も目の当たりにすることとなった。- 大石大二郎 http://ja.wikipedia.org/wiki/%E5%A4%A7%E7%9F%B3%E5%A4%A7%E4%BA%8C%E9%83%8E
645,133,しかし八郎だけは追いつけずに取り残され、時行軍を追う敵陣の格好の的になり、矢に貫かれて命を落とした。その死に場所は奇しくも、八郎が家来の亡骸を捨てた場所だったという。- 溝出 http://ja.wikipedia.org/wiki/%E6%BA%9D%E5%87%BA
646,217,日本ではカントリーマンではなくクロスオーバーの名称でこの名称を採用した理由は、独特なキャラクターをより強調すること、そして「ミニ カントリーマン (MINI COUNTRYMAN)」という名称が、奇しくもMINI専門店「ミニデルタ」によって既に商標登録されていたためである。- ミニ (BMW) http://ja.wikipedia.org/wiki/%E3%83%9F%E3%83%8B%20%28BMW%29
647,114,また、日立GSTの前身はIBMのHDDハードディスク事業に日立の同事業を統合させたものであり、奇しくもかつて援助を求めたIBMの事業を手に入れることとなった。- ウェスタン・デジタル http://ja.wikipedia.org/wiki/%E3%82%A6%E3%82%A7%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%BB%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB
648,137,2012年には中島裕希の移籍に伴い背番号13に変更。6月16日のコンサドーレ札幌|札幌戦でようやくユアテックスタジアム仙台での初得点を記録した。奇しくも仙台の選手としてデビューして丸1年後の出来事であった。- 柳沢敦 http://ja.wikipedia.org/wiki/%E6%9F%B3%E6%B2%A2%E6%95%A6
649,93,結果的に逸見・松倉共にフジテレビに合格し、揃って入社した。奇しくも逸見は鹿内が死去して3年後の1993年、48歳の若さで死去した。- 鹿内信隆 http://ja.wikipedia.org/wiki/%E9%B9%BF%E5%86%85%E4%BF%A1%E9%9A%86
650,115,奇しくも、政府内手続きを終え、盛岡市の中核市指定が決まった時、増田は総務大臣を自らつとめており、知事として中核市指定の申請を行い、大臣として自らの申請を決裁したことになる。- 増田寛也 http://ja.wikipedia.org/wiki/%E5%A2%97%E7%94%B0%E5%AF%9B%E4%B9%9F
651,167,また、奇しくもこの来日の直前にアメリカ同時多発テロ事件が起こったため、大阪公演ではトム・ヨークによるブッシュ大統領への「この盗人の猿野郎!」という批判ともとれるメッセージと共に、CANの「ザ・シーフ」をカバーした。- レディオヘッド http://ja.wikipedia.org/wiki/%E3%83%AC%E3%83%87%E3%82%A3%E3%82%AA%E3%83%98%E3%83%83%E3%83%89
652,174,同じくアメリカ政府によって接収され、以後同名の会社が米独両国に存在した製薬関連企業の例には日本シエーリング|シエーリング社があるが、アメリカのシェーリング社はシェリング・プラウへの移行を経て、奇しくも2009年には米国メルク（Merck & Co.）に吸収合併されている。- メルク・アンド・カンパニー http://ja.wikipedia.org/wiki/%E3%83%A1%E3%83%AB%E3%82%AF%E3%83%BB%E3%82%A2%E3%83%B3%E3%83%89%E3%83%BB%E3%82%AB%E3%83%B3%E3%83%91%E3%83%8B%E3%83%BC
653,113,高回転出力型を目指したためFB20型と比べてストロークが短縮された結果、ボアxストロークは奇しくも86x86mmとなった。- スバル・BRZ http://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%90%E3%83%AB%E3%83%BBBRZ
654,188,「KM」とは「見本艦」という意味の「корабль-макет」の略号であったが、奇しくも西側の付けた「カスピ海の怪物」というニックネームのロシア語訳「Каспийский монстр」の略と一致しており、現代ではもはやこの意味で説明されることの方が多い。- エクラノプラン http://ja.wikipedia.org/wiki/%E3%82%A8%E3%82%AF%E3%83%A9%E3%83%8E%E3%83%97%E3%83%A9%E3%83%B3
655,147,周囲の期待を裏切る内容となったためか、前作から大きく売り上げを落とし、奇しくもブラーのデーモン・アルバーンがこの時期発言した「ブリットポップは死んだ」ということを裏付けるかのような結果となってしまった。- パルプ (バンド) http://ja.wikipedia.org/wiki/%E3%83%91%E3%83%AB%E3%83%97%20%28%E3%83%90%E3%83%B3%E3%83%89%29
656,132,関東地区の45.3%は、民放で1977年以降に放送された連続ドラマとして、2013年時点で歴代1位の記録である（総合ではNHKで放送された「おしん」が最高、奇しくも当作品と同年放送である）。- 積木くずし http://ja.wikipedia.org/wiki/%E7%A9%8D%E6%9C%A8%E3%81%8F%E3%81%9A%E3%81%97
657,124,後番組『ハヤテのごとく!』で「ナギとハヤテの執事通信」という本コーナーを元にしたコーナーが存在しており、奇しくもベル役の釘宮理恵が声を当てたキャラが出演していた。- MR http://ja.wikipedia.org/wiki/M%C3%84R
658,92,このときの放送枠は日曜2200 - 2315と、奇しくもダイヤモンドグロープの番組開始当初とほぼ同時間帯となった。- ダイヤモンドグローブ http://ja.wikipedia.org/wiki/%E3%83%80%E3%82%A4%E3%83%A4%E3%83%A2%E3%83%B3%E3%83%89%E3%82%B0%E3%83%AD%E3%83%BC%E3%83%96
659,133,なお巨人の連続試合得点記録は約1ヶ月後の9月21日、ナゴヤ球場での中日巨人22回戦で奇しくも先述の賭けの相手であった小松が完封して174試合で止めた。- 宇野ヘディング事件 http://ja.wikipedia.org/wiki/%E5%AE%87%E9%87%8E%E3%83%98%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E4%BA%8B%E4%BB%B6
660,93,奇しくもこれは、カトリック教会の対抗改革期の音楽にも見られた風潮であり、以前の世代の音楽に対する反発となっている。- メルキオル・フランク http://ja.wikipedia.org/wiki/%E3%83%A1%E3%83%AB%E3%82%AD%E3%82%AA%E3%83%AB%E3%83%BB%E3%83%95%E3%83%A9%E3%83%B3%E3%82%AF
661,137,しかし、最後の直線、残り半ハロンを前にして故障を発生し落馬、予後不良となってしまい、奇しくもラフィアンと同じような末路を辿ってしまう事になった（両馬ともベルモントパーク競馬場で故障した）。- ゴーフォーワンド http://ja.wikipedia.org/wiki/%E3%82%B4%E3%83%BC%E3%83%95%E3%82%A9%E3%83%BC%E3%83%AF%E3%83%B3%E3%83%89
662,150,10秒差で惜しくも2位となったが、日本における世界陸上女子マラソン史上で合計10個目（金2・銀5・銅3）のメダルとなり、奇しくも18年前の世界陸上東京大会での山下佐知子と全く同じ銀メダルを獲得。- 尾崎好美 http://ja.wikipedia.org/wiki/%E5%B0%BE%E5%B4%8E%E5%A5%BD%E7%BE%8E
663,83,奇しくも、数十年後にニコライ2世から彼はフィンランド王位を引き継ぐこととなる。- フリードリヒ・カール・フォン・ヘッセン http://ja.wikipedia.org/wiki/%E3%83%95%E3%83%AA%E3%83%BC%E3%83%89%E3%83%AA%E3%83%92%E3%83%BB%E3%82%AB%E3%83%BC%E3%83%AB%E3%83%BB%E3%83%95%E3%82%A9%E3%83%B3%E3%83%BB%E3%83%98%E3%83%83%E3%82%BB%E3%83%B3
664,107,2006年8月16日、奇しくも初出場を飾ったのと同じ相手のボスニア・ヘルツェゴビナが代表最後の試合となっている。- ガエル・ジヴェ http://ja.wikipedia.org/wiki/%E3%82%AC%E3%82%A8%E3%83%AB%E3%83%BB%E3%82%B8%E3%83%B4%E3%82%A7
665,108,幕内在位歴のある力士で現役中に夭折したのは龍興山一人以来（1990年）だが、奇しくも剣晃と龍興山は同じ大阪府出身で、さらに1967年6月生まれの同い年だった。- 剣晃敏志 http://ja.wikipedia.org/wiki/%E5%89%A3%E6%99%83%E6%95%8F%E5%BF%97
666,71,これが奇しくも子供たちと一緒に雄作との初めての出会いとなった。- はじめまして (テレビドラマ) http://ja.wikipedia.org/wiki/%E3%81%AF%E3%81%98%E3%82%81%E3%81%BE%E3%81%97%E3%81%A6%20%28%E3%83%86%E3%83%AC%E3%83%93%E3%83%89%E3%83%A9%E3%83%9E%29
667,101,奇しくも、朝倉氏は外戚である鞍谷公方足利嗣知の讒言が災いして、足利義昭主従を織田信長に奪われ、大義名分を得た織田氏の討伐を受けて滅ぶこととなった。- 鞍谷氏 http://ja.wikipedia.org/wiki/%E9%9E%8D%E8%B0%B7%E6%B0%8F
668,101,"奇しくも同年、友人3人で""＝3＝3＝3（プププ）""を結成しzine「Pu vol.1」の紙面で女性のおならをイメージした写真作品を発表。- とんとろとん http://ja.wikipedia.org/wiki/%E3%81%A8%E3%82%93%E3%81%A8%E3%82%8D%E3%81%A8%E3%82%93"
669,93,奇しくも深夜をまたぐ演奏はボーカルのイアン・ワトキンスの誕生日と重なり、メンバーやスタッフから大量のケーキを贈られた。- ロストプロフェッツ http://ja.wikipedia.org/wiki/%E3%83%AD%E3%82%B9%E3%83%88%E3%83%97%E3%83%AD%E3%83%95%E3%82%A7%E3%83%83%E3%83%84
670,85,エルサレム王の娘との結婚は非常に権威のあるものだった。奇しくも彼女はギヨーム・クリトンの元妻であった。- ティエリー・ダルザス http://ja.wikipedia.org/wiki/%E3%83%86%E3%82%A3%E3%82%A8%E3%83%AA%E3%83%BC%E3%83%BB%E3%83%80%E3%83%AB%E3%82%B6%E3%82%B9
671,220,また、1995年1月17日に起こった阪神淡路大震災（奇しくも寺内の誕生日であった）でパニックになった現場で救助活動が遅れた反省を踏まえ、反省からパニック現場への誘導を適切にしたいという、市町村関係者の声を元にトヨタテクノクラフトと共同で災害対策車「非常災害用音響本部車」を開発、寺内が電器屋の息子のノウハウをここでも生かして設計を担当、さらに開発費用として2億5千万円を投資した。- 寺内タケシ http://ja.wikipedia.org/wiki/%E5%AF%BA%E5%86%85%E3%82%BF%E3%82%B1%E3%82%B7
672,126,元横綱・初代若乃花の二子山親方が育てた最後の幕内力士で、師匠交代後に三役昇進を果たしたが、同部屋からの最初の関取は二子岳、最後の関取は浪之花（当時・浪乃花）で奇しくも、共に最高位は小結である。- 浪乃花教天 http://ja.wikipedia.org/wiki/%E6%B5%AA%E4%B9%83%E8%8A%B1%E6%95%99%E5%A4%A9
673,154,板東は、この年の第40回全国高等学校野球選手権大会において、準々決勝の対魚津高校（富山）戦で延長18回引き分け再試合を演じ、奇しくもこの規定の初適用者ともなった。- 延長引き分け再試合規定 (高校野球) http://ja.wikipedia.org/wiki/%E5%BB%B6%E9%95%B7%E5%BC%95%E3%81%8D%E5%88%86%E3%81%91%E5%86%8D%E8%A9%A6%E5%90%88%E8%A6%8F%E5%AE%9A%20%28%E9%AB%98%E6%A0%A1%E9%87%8E%E7%90%83%29
674,132,奇しくも一期生がデビューした2006年は、仙女以外にも息吹やアイスリボンなどの新団体発足も手伝い、各団体で女子レスラーが大量にデビューするという、近年では珍しい年でもあった。- じゃじゃ馬トーナメント http://ja.wikipedia.org/wiki/%E3%81%98%E3%82%83%E3%81%98%E3%82%83%E9%A6%AC%E3%83%88%E3%83%BC%E3%83%8A%E3%83%A1%E3%83%B3%E3%83%88
675,78,入れ替え戦の相手は、奇しくも松田がこの年の途中まで率い、多くの選手を手塩にかけて育てた福岡であった。- 松田浩 http://ja.wikipedia.org/wiki/%E6%9D%BE%E7%94%B0%E6%B5%A9
676,124,また、モリエールの妻は「アルマンド・ベジャール」と言う名前であるが、マドレーヌの妹だとか、娘であるなど諸説あり、詳しいことはよくわからない。奇しくも1年後の同じ日に、モリエールも亡くなっている。- 女学者 http://ja.wikipedia.org/wiki/%E5%A5%B3%E5%AD%A6%E8%80%85
677,115,となった。<br>また復帰した際の背番号は当時空き番だった「7」。奇しくもこの番号は、自身とともに広島に移籍した水上善雄が付けており、移籍とともに空き番になっていたものである。- 高沢秀昭 http://ja.wikipedia.org/wiki/%E9%AB%98%E6%B2%A2%E7%A7%80%E6%98%AD
678,124,また、奇しくも同じメインバンク制|主力行であり、かつて同業においてダイエーに次ぐ”西の雄”とも言われた「マイカル」の支援企業として名乗りを上げ、系列下に収めたのもやはり同社であった。- イオン (企業) http://ja.wikipedia.org/wiki/%E3%82%A4%E3%82%AA%E3%83%B3%20%28%E4%BC%81%E6%A5%AD%29
679,102,この日は奇しくも、同じく拳銃で射殺されたジョン・レノンの24回忌に当たるが、それがネイサンの行動の引き金となったかどうかは分からない。- ダイムバッグ・ダレル http://ja.wikipedia.org/wiki/%E3%83%80%E3%82%A4%E3%83%A0%E3%83%90%E3%83%83%E3%82%B0%E3%83%BB%E3%83%80%E3%83%AC%E3%83%AB
680,102,1場所で大関に返り咲いた。奇しくも師匠の武蔵川（元横綱・三重ノ海）も大関から関脇陥落後に、1場所で大関復帰を経験している。- 武双山正士 http://ja.wikipedia.org/wiki/%E6%AD%A6%E5%8F%8C%E5%B1%B1%E6%AD%A3%E5%A3%AB
681,105,「ミナミのど真ん中ホール」は、奇しくもますだおかだやアメリカザリガニの人気が急上昇し始めた頃と重なり、大盛況となる。- 松竹芸能 http://ja.wikipedia.org/wiki/%E6%9D%BE%E7%AB%B9%E8%8A%B8%E8%83%BD
682,134,奇しくもクリスマス・イヴと重なった結審の日、ハーパー判事がサンタの存在を否定する判決文を読み上げようとすると、スーザンがおもむろに判事に近づきクリスマスプレゼントと称して何かを渡す。- 34丁目の奇跡 (1994年の映画) http://ja.wikipedia.org/wiki/34%E4%B8%81%E7%9B%AE%E3%81%AE%E5%A5%87%E8%B7%A1%20%281994%E5%B9%B4%E3%81%AE%E6%98%A0%E7%94%BB%29
683,76,奇しくもこれは稲尾が現役時代に実践していた考え、投球術と全く一致していた。- 牛島和彦 http://ja.wikipedia.org/wiki/%E7%89%9B%E5%B3%B6%E5%92%8C%E5%BD%A6
684,114,パリでの1stレグを1-1で終え2ndレグも86分まで1-0（2戦合計で2-1）で優位に立ちながら、奇しくも4950万ユーロで売却したダビド・ルイスに決められ同点。- チェルシーFC http://ja.wikipedia.org/wiki/%E3%83%81%E3%82%A7%E3%83%AB%E3%82%B7%E3%83%BCFC
685,87,これらの動向は奇しくもマスコミや日本共産党の大門実紀史により同協会の実態が追及され始めた時期と重なる。- 日米平和・文化交流協会 http://ja.wikipedia.org/wiki/%E6%97%A5%E7%B1%B3%E5%B9%B3%E5%92%8C%E3%83%BB%E6%96%87%E5%8C%96%E4%BA%A4%E6%B5%81%E5%8D%94%E4%BC%9A
686,145,奇しくも、アストン・ヴィラは以前オルドリッジの獲得に失敗した際にディーン・ソーンダース（オルドリッジと入れ替わりに加入している）へ目を向けており、そのソーンダースは同大会の優勝の立役者となっている。- ジョン・オルドリッジ http://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%B3%E3%83%BB%E3%82%AA%E3%83%AB%E3%83%89%E3%83%AA%E3%83%83%E3%82%B8
687,116,なお、中村は2009年に川口のいる楽天に入団。5シーズンぶりに同じユニフォームを着てプレーすることになった。その後、奇しくも2人そろって2010年シーズン限りで楽天を解雇された。- 川口憲史 http://ja.wikipedia.org/wiki/%E5%B7%9D%E5%8F%A3%E6%86%B2%E5%8F%B2
688,71,イタガキのメンバーは最終的に108人を目指しており奇しくも煩悩の数と同じ数字である。- イタガキ http://ja.wikipedia.org/wiki/%E3%82%A4%E3%82%BF%E3%82%AC%E3%82%AD
689,110,(幸いオリジナルのフィルムやネガ、オスカー像は無事だった。)奇しくもその日は「野菜畑で大ピンチ!」がアメリカで初登場第一位を獲得した日であった。- アードマン・アニメーションズ http://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%BC%E3%83%89%E3%83%9E%E3%83%B3%E3%83%BB%E3%82%A2%E3%83%8B%E3%83%A1%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%82%BA
690,134,真木は後半30Km辺りからケガの痛みがやわらぎ、追い上げを開始したもののそれも時既に遅過ぎた。ゴールタイムは2時間32分35秒で、結局バルセロナ五輪10000mと同じ奇しくも12位という成績だった（浅利は17位）。- 真木和 http://ja.wikipedia.org/wiki/%E7%9C%9F%E6%9C%A8%E5%92%8C
691,89,当時はアイドリング!!!に関わりの無かった両名が、奇しくも前山田が横山、小出が遠藤のデビュー曲を担当する結果となった。- 横山ルリカ http://ja.wikipedia.org/wiki/%E6%A8%AA%E5%B1%B1%E3%83%AB%E3%83%AA%E3%82%AB
692,122,現在は、セントルイス・ウォーク・オブ・フェームにその名を刻まれている。妻レイ・イームズが息を引き取ったのは10年後、奇しくもチャールズと同じ日付、1988年8月21日であった。- チャールズ・イームズ http://ja.wikipedia.org/wiki/%E3%83%81%E3%83%A3%E3%83%BC%E3%83%AB%E3%82%BA%E3%83%BB%E3%82%A4%E3%83%BC%E3%83%A0%E3%82%BA
693,111,作者の藤子不二雄両人もピープロに訪れ「実写でやろう」と同意。この際にドラえもんの声優として挙がっていたのが、奇しくも大山のぶ代だった。- ドラえもん (1973年のテレビアニメ) http://ja.wikipedia.org/wiki/%E3%83%89%E3%83%A9%E3%81%88%E3%82%82%E3%82%93%20%281973%E5%B9%B4%E3%81%AE%E3%83%86%E3%83%AC%E3%83%93%E3%82%A2%E3%83%8B%E3%83%A1%29
694,108,それからわずか2か月後の1998年（平成10年）11月11日午後8時11分、腹部大動脈瘤破裂に伴う心不全により死去。享年89。奇しくも父・又七と同じ命日であった。- 淀川長治 http://ja.wikipedia.org/wiki/%E6%B7%80%E5%B7%9D%E9%95%B7%E6%B2%BB
695,92,奇しくも『ゾンビ』と同じようにディレクターズカット版とインターナショナル版、複数のバージョンが存在する。- ヘルドライバー http://ja.wikipedia.org/wiki/%E3%83%98%E3%83%AB%E3%83%89%E3%83%A9%E3%82%A4%E3%83%90%E3%83%BC
696,194,この童謡の原題は奇しくも「enOld MacDonald Had a Farm|Old MacDonald Had a Farm」であるが、その点は劇中で触れられていない為、この選曲が意図的にマクドナルドとの関連性を狙ったものであるかは不明。- たのしいマクドナルド http://ja.wikipedia.org/wiki/%E3%81%9F%E3%81%AE%E3%81%97%E3%81%84%E3%83%9E%E3%82%AF%E3%83%89%E3%83%8A%E3%83%AB%E3%83%89
697,134,こうした戦闘の際、442部隊が採った戦法は奇しくも日本陸軍と類似した「バンザイ」という鬨の声を上げての白兵突撃であった。- 第442連隊戦闘団 http://ja.wikipedia.org/wiki/%E7%AC%AC442%E9%80%A3%E9%9A%8A%E6%88%A6%E9%97%98%E5%9B%A3
698,83,奇しくもその場は、飯盛女・千鳥が身を投げた高台橋の脇にある「下原刑場（しもはら けいじょう）」であったという。- 浦和宿 http://ja.wikipedia.org/wiki/%E6%B5%A6%E5%92%8C%E5%AE%BF
699,101,奇しくも、命日となった12月30日は逆読みで代表作「A LONG VACATION」の発売日3月21日（1230→0321）と読める日付だった。- 大瀧詠一 http://ja.wikipedia.org/wiki/%E5%A4%A7%E7%80%A7%E8%A9%A0%E4%B8%80
700,111,2001年9月、ようやく上下院で予算要求が通ることとなり、奇しくも父親の署名法案を息子のブッシュ大統領が実行する形となった。- リトルビッグホーンの戦い http://ja.wikipedia.org/wiki/%E3%83%AA%E3%83%88%E3%83%AB%E3%83%93%E3%83%83%E3%82%B0%E3%83%9B%E3%83%BC%E3%83%B3%E3%81%AE%E6%88%A6%E3%81%84
701,108, 演 - 宇佐美菜穂。宇佐美の前職はANAのキャビンアテンダントであり、奇しくも本作品にてライバル企業となるJALの制服に袖を通すことになった。- キャビンアテンダント刑事 http://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%A3%E3%83%93%E3%83%B3%E3%82%A2%E3%83%86%E3%83%B3%E3%83%80%E3%83%B3%E3%83%88%E5%88%91%E4%BA%8B
702,63,奇しくも灘中学校時代の同級生、遠藤周作と同じく1枠の解答者を務めた。- 楠本憲吉 http://ja.wikipedia.org/wiki/%E6%A5%A0%E6%9C%AC%E6%86%B2%E5%90%89
703,124,生存者によれば、中田は負傷しながらもしばらくの間波間を泳いでいたというが、そのまま帰らぬ人となった。奇しくも、明石中学、慶應義塾大学でチームメイトであった楠本保戦死の1日前であった。- 中田武雄 (野球) http://ja.wikipedia.org/wiki/%E4%B8%AD%E7%94%B0%E6%AD%A6%E9%9B%84%20%28%E9%87%8E%E7%90%83%29
704,180,ところが、二条家が居住して以後、度重なる火災などの災害、そして応仁の乱にも被害を受けなかった筈の押小路烏丸殿が文明9年11月11日（1477年12月16日）に放火によって焼失してしまう（奇しくもこの日は大内氏|大内軍の撤退によって応仁の乱の戦闘が事実上終了した日であった）。- 押小路烏丸殿 http://ja.wikipedia.org/wiki/%E6%8A%BC%E5%B0%8F%E8%B7%AF%E7%83%8F%E4%B8%B8%E6%AE%BF
705,74,試合は2-4で阪神が敗北した。奇しくもその日はレイサムの誕生日でもあった。- クリス・レイサム (野球) http://ja.wikipedia.org/wiki/%E3%82%AF%E3%83%AA%E3%82%B9%E3%83%BB%E3%83%AC%E3%82%A4%E3%82%B5%E3%83%A0%20%28%E9%87%8E%E7%90%83%29
706,116,鞍上の蛯名とサンテミリオン騎乗の横山典弘は奇しくも1992年の帝王賞でのラシアンゴールド（蛯名騎乗）、ナリタハヤブサ（横山騎乗）でも1着同着となっていたことでも話題となった。- アパパネ http://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%91%E3%83%91%E3%83%8D
707,85,10月9日 - 国立熱海病院で死去。奇しくもこの日は、読売巨人軍がセントラルリーグを制覇（5連覇）した日だった。- 正力松太郎 http://ja.wikipedia.org/wiki/%E6%AD%A3%E5%8A%9B%E6%9D%BE%E5%A4%AA%E9%83%8E
708,109,2007年度まで4度タイトル挑戦者となったが、すべて羽生善治が相手であった。また、羽生にとって節目となる対局の相手が、奇しくも久保であるという巡り合わせもあった。- 久保利明 http://ja.wikipedia.org/wiki/%E4%B9%85%E4%BF%9D%E5%88%A9%E6%98%8E
709,275,前半枠は、1963年1月1日（奇しくもフジテレビ系列『鉄腕アトム』の開始した日）に後半枠で開始し、1ヶ月後に前半枠へ移動した海外作品『バッグス・バニー・ショー（第2期）』（毎日放送制作）が最初だが、国産作品はずっと後になり、1975年4月のネットチェンジ#大阪準キー局「腸捻転」の解消|腸捻転解消を目前に控えた同年1月7日につなぎ番組として開始した『まんが日本昔ばなし』（第1期。- テレビ朝日系列火曜夜7時台枠のアニメ http://ja.wikipedia.org/wiki/%E3%83%86%E3%83%AC%E3%83%93%E6%9C%9D%E6%97%A5%E7%B3%BB%E5%88%97%E7%81%AB%E6%9B%9C%E5%A4%9C7%E6%99%82%E5%8F%B0%E6%9E%A0%E3%81%AE%E3%82%A2%E3%83%8B%E3%83%A1
710,90,1983年は奇しくも前回と同日の8月29日のトロント・ブルージェイズ戦でキャリア2度目の1試合3本塁打。- ジム・ライス http://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A0%E3%83%BB%E3%83%A9%E3%82%A4%E3%82%B9
